score1
id ,:name ,:math ,:english ,:science ,:music
602 m9F8Uari 5 15 55 12
621 yX5gMp 82 76 54 65
626 fewocdp 40 76 97 75
651 U6EYeNwu 19 24 87 49
657 jWIytu 69 43 61 55
658 ipNsjYU 35 21 55 65
664 tRs1fd 91 64 8 90
674 8lDg2JV 58 39 2 100
678 wxYWOXh 37 33 25 91
680 dHgU6nUW 64 15 86 65
685 bhLsZQ 25 29 27 4
701 wOZakE 31 50 41 94
710 ouyP3aJ 63 22 45 52
717 D5VW2SM 18 59 64 88
753 eZ15w2 19 78 34 10
760 7ZlEfy 100 93 10 95
767 HzMTaqA 1 55 64 99
773 78BC13B 7 56 79 71
787 nAALj5 30 66 1 86
801 l3stq57 54 24 35 18
810 qdnnOBVy 74 34 81 0
819 Ca8NNfB1 54 98 7 84
830 OPKJpZx 97 15 92 39
848 5oIpl2 28 35 26 74
868 EeNtUcyR 79 8 39 68
869 hIvRUv 82 69 3 97
900 b6EaFe4 28 1 55 77
915 Yc6fKW3 37 49 18 34
919 e4tYLAFt 84 49 30 73
927 ivdJMfe8 89 32 44 52
945 ebaiEVBY 68 95 42 24
964 7KDrrY 77 53 84 56
972 nVCrxx 7 82 55 37
980 0FV1GgW 82 86 41 85
1006 UmuQK0Y 24 39 58 31
1034 T3il37 81 32 3 86
1043 jFZIOk 24 74 60 79
1056 0YkmlZqm 73 100 66 32
1058 9o393WhI 62 1 17 55
1062 IbwAlBx 71 64 29 86
1084 NXmzfXT 13 75 55 88
1107 rOr9ZPAe 48 65 9 30
1119 vlVCtV41 84 75 39 58
1141 ZNPW5KL 90 66 7 85
1149 u47St7n 69 32 86 66
1169 G5IpJZ 16 20 10 89
1175 67o7gc 29 78 23 27
1177 Y6q2JTI 21 7 40 91
1182 7S20hxz 21 21 81 15
1202 UtZU20gv 77 46 29 67
1207 yN6wOnFx 57 63 96 97
1219 d9p31z2 49 86 93 87
1221 FFGQrYO 8 79 95 68
1223 wZUTkN 35 60 65 64
1232 WZuNDSG 97 38 24 41
1235 9Lhy94xP 37 48 53 34
1256 yvOnLg 56 92 79 54
1275 fQYAzrGj 37 83 58 74
1322 pIZEV1 86 92 56 18
1324 biYBB1w 93 96 65 43
1328 QGN4uA 68 28 6 85
1345 7nj1GnuY 88 68 81 18
1351 pjik10R6 26 45 71 29
1360 kSoYlKsU 56 19 74 51
1367 QkYyAY 90 0 58 74
1371 TA5OlI 6 79 18 67
1374 LyXy5r 57 18 74 16
1378 MIA2vE 7 55 78 84
1390 zCvq87eM 9 42 39 60
1398 QNbFz8o 67 71 61 13
1400 VH54xyH 58 4 2 17
1404 ovU0nRY0 15 86 13 1
1427 K2ZRk6u 17 40 35 99
1433 1Vgr5r 9 73 83 96
1440 gmEoa4F 34 19 83 86
1473 odRRXV 57 59 72 19
1474 zNejHz 29 15 85 83
1478 OVgJVF7p 84 39 65 74
1481 5E53P1 92 90 3 78
1503 HMXrpj 19 8 11 74
1512 DfPZE1 65 45 40 25
1515 rMcZlZ 12 46 12 62
1518 voPW30 73 81 42 70
1525 NGHxh8 62 67 28 70
1526 pShEFZ 56 73 99 51
1531 Dk2aQE 90 60 80 55
1532 m7HRm1SU 14 72 35 40
1536 6PZ85Mf 74 28 22 27
1543 MEM2KER 57 43 37 38
1548 R18sCV1 6 45 51 21
1559 SjfYk1c 24 38 50 25
1566 1yhd4qs 42 58 10 58
1571 pok1M7sR 4 49 70 45
1597 Ua346V 93 74 31 97
1608 CEsfYUlY 69 27 54 44
1612 JYmZpx 93 17 79 44
1624 JuBO5I 93 42 9 56
1625 fI8KMRTQ 84 54 25 41
1632 YyNujd 45 17 5 51
1635 IQJBTbp 10 11 53 24
1640 GPUnypIc 15 7 37 27
1648 EvLxMH 73 59 26 32
1665 gOOAOF 72 63 69 72
1677 SJgzw86 96 49 46 55
1685 E9O0N9O 17 77 4 45
1705 hll32Ek 95 45 97 21
1731 lfyAAy 8 63 41 78
1737 yrYssU4S 92 46 81 49
1744 852CGcV 36 36 46 44
1752 ypifFus9 9 75 71 6
1754 mWnHV9A5 67 70 36 90
1759 PyEjRak 53 96 46 39
1764 aUeKkSPt 86 3 27 83
1767 xu7v5DR 38 2 74 5
1779 sH3s6F 60 42 68 5
1788 pVSrVYHg 92 76 4 89
1821 5VTeQIed 75 30 66 4
1833 1UJ0vH 68 4 100 90
1834 QeYFTf 100 83 65 68
1839 0RIVD2 52 56 23 4
1843 cwYpEm0 48 11 56 83
1847 8vzAjfeo 7 89 79 33
1862 5f1AJ3 60 53 89 30
1871 PB9d8j 30 43 100 73
1874 gCnf7UGs 58 29 31 73
1881 sYl8lsFh 20 40 93 22
1882 DjLYNiz 58 30 96 81
1886 8YY0WJi7 80 57 46 32
1913 xjLlgarJ 18 96 90 82
1924 Q4eqjbXr 24 10 20 18
1928 PJnU0pap 38 95 89 27
1936 Oam9Lzsr 33 61 81 99
1940 PKKUx4 73 79 52 72
1943 oJBNVr 75 24 91 96
1954 yJm4lg 95 83 77 7
1965 2NvJsHWX 61 2 9 8
1968 RAefCXJa 88 29 56 61
1973 akEyaFN 15 93 21 54
1990 0UYc25i 0 63 2 48
2005 1UY9yah 48 60 26 36
2015 71lUWE4P 61 39 16 13
2017 4lzzxzR 63 16 17 81
2023 vluK3l 38 55 33 63
2034 Jj9pmYs 83 45 47 92
2047 YiddLndl 8 76 58 67
2055 wdVbA6um 0 67 11 64
2100 ew9etAV 14 79 5 57
2104 uK8NibT7 3 25 95 27
2117 XKeBlAn 14 58 97 85
2118 oU17ZU 95 64 77 59
2137 H0M2CTri 54 96 20 48
2142 Xo2WE2 96 25 89 89
2150 3Na7xL 53 92 25 40
2155 GirjEp 22 51 69 72
2157 51ihG3 37 81 98 38
2183 bKSUney 51 77 79 37
2189 MM7IgcqJ 73 76 1 67
2193 wTTAy6 84 5 94 86
2212 0dWDHy 14 79 15 92
2230 X0wi7U 92 74 21 32
2232 RJ6k013 26 78 85 58
2235 sDhhFz 28 48 78 52
2240 KrTOhMv 53 13 72 13
2249 Vc7seRyL 55 12 47 93
2256 HoYMVa 34 33 51 59
2257 CcyTir8 11 99 90 32
2267 x68PIbr 89 1 55 28
2268 mk0OV4A 71 97 13 93
2289 ObzyxR 83 72 1 70
2298 JVVGG7b 76 14 36 69
2309 Qqy6JYE 66 9 67 74
2326 y4KOR5 6 31 86 22
2332 6dqvtvm 19 97 83 27
2351 9vsGRmo5 58 95 32 57
2355 jtP47Qx 64 13 57 30
2363 Jd8d0lP7 64 85 56 57
2365 WurQfDR 83 19 13 80
2372 jxsqmyjW 36 65 30 40
2379 ZGnHaA 41 50 76 21
2387 W5YfPRS 92 3 58 74
2392 iMzow9 56 37 88 21
2394 t9WoUjMt 58 77 99 18
2401 WuoUkKa1 47 68 64 83
2408 i9O1Y0 74 1 96 61
2417 XDjdlCR 85 31 88 79
2427 LaQ3fv 98 16 66 63
2443 vGnoAr 84 35 41 43
2457 3GekTEz 40 51 9 79
2470 zFxaoLC 86 96 44 14
2472 T84O2NDV 16 36 45 20
2488 eovVnn 24 50 100 88
2499 HRsYdvw 48 66 65 58
2515 H4RYVj 52 54 79 64
2523 bCOwTTfR 15 85 8 2
2526 USLsRxf 31 10 59 97
2534 UYU9wp1t 13 54 8 91
2543 dFoMC9 85 57 11 56
2545 lNUzXqc 19 57 51 56
2553 FyVKfoR 73 23 48 14
2555 MCyq3k 89 12 49 64
2558 FvJDe5Tk 39 74 31 82
2560 FSLIdDU 45 99 81 22
2586 dEjyYutH 60 34 89 70
2596 P19yes 37 5 9 13
2601 Dz2oJUa 63 88 85 53
2606 dykt3D 27 40 3 93
2622 eLg0q82 47 11 47 42
2637 tijcY2O 75 99 43 7
2639 RePRme 66 48 86 79
2640 eN73eKo6 66 75 31 6
2643 WfKnTlsi 60 75 14 21
2653 HExXag 78 63 40 95
2654 VdNjHt 97 29 32 12
2674 IvBZqC6 13 74 35 14
2681 WU1Xwo 78 95 14 73
2687 eD2JVZg 51 10 74 68
2698 ccpeMCCo 8 40 88 55
2742 TZqylIrH 73 86 49 13
2746 COPNJb 20 71 22 54
2749 vniRGUF 96 98 95 62
2754 DD1zAN7F 91 40 59 13
2757 ErJJnJT 99 37 19 7
2763 FU3mXzJz 83 0 3 90
2772 zWKmXw 99 62 12 4
2790 z4UklX 51 96 77 52
2794 PQ5qKj3o 87 15 3 44
2802 Vb3hLwP 10 1 96 52
2805 V8ctCc 58 12 61 15
2812 V3tquK7x 76 20 73 97
2813 ODPtbn 8 99 3 60
2819 I01Nu9M 48 90 82 97
2828 s5oc4Fk 1 97 77 72
2842 eAMV9dYu 99 78 28 19
2861 EcIktHN 42 58 35 30
2893 4MA7d41 92 38 28 81
2894 LtMCqwr 80 78 3 97
2896 i2jRHRj 94 96 55 83
2910 bdMmGjr 24 41 18 27
2922 Jw9mz2t 37 11 71 82
2923 e6TXxa8 65 58 23 15
2929 T87EA4Z 30 61 78 36
2933 vIEern1k 16 44 17 68
2940 TUENCfG 52 95 1 47
2945 GlMZYI8T 13 46 10 29
2952 A7gUSn8b 36 10 42 45
2953 No6dYy 24 28 9 40
2954 zqDVFBA 56 38 80 58
2967 jAjzuV 69 45 60 63
2972 UYmgKl3H 31 49 28 94
2995 pmRk9Pw 24 71 73 52
3019 aLr6S5Si 66 77 4 56
3020 wqYr7Su 26 94 55 59
3022 cWJtCk5V 11 56 82 25
3038 AZ41rD 41 83 59 11
3062 sXc8jgy 50 28 50 98
3063 mm0pyFR 36 9 42 66
3086 K1xNYaJr 67 63 48 58
3089 USC9N1 5 72 11 86
3098 v3fPpv 29 2 67 20
3106 G2q9SeoB 33 27 31 77
3111 T0fhEp 87 67 33 63
3114 g1HSlTF 61 66 14 33
3118 eA8bHFU 29 71 63 65
3124 IlPk2WX 58 45 26 60
3126 DgJYaDC5 61 18 91 63
3145 UKDHux 48 78 20 80
3149 1p1Tt8 10 51 36 3
3175 FXlXSm 53 60 61 81
3189 N4Wtyv 9 36 94 47
3199 AnbnVS 55 48 33 68
3203 D8BAeg 52 93 95 94
3214 oY7ezYN 30 68 91 35
3242 gp8L9c 88 79 96 14
3259 qWDuPt 59 21 28 53
3269 6pzpRJ 21 63 34 99
3273 imLU881u 27 22 5 7
3279 Shhaezjr 100 24 99 46
3281 Ez6VCHjp 20 35 2 13
3302 anHrus21 1 74 18 82
3306 NyggLUZp 56 99 62 63
3314 MBueov9 13 75 63 3
3338 4TOhBoA 47 3 31 5
3343 zwnyw75 99 92 59 90
3344 CSbrCpo 20 78 96 52
3345 virfvp 4 88 22 59
3346 5MKkJ37G 62 79 9 45
3350 loUD1n 38 57 75 93
3352 baBBZJlJ 32 95 80 86
3371 h2qCYq 27 2 100 49
3372 WQ39Tt 97 35 27 26
3382 asPnzuGY 52 79 29 27
3402 OleQ6hW 72 65 91 63
3413 roY6Qj 6 39 51 89
3429 rhWvDn 50 81 58 95
3442 LcM2qFJf 23 70 92 92
3449 EZqmCUp 45 93 32 90
3485 r6dQB3 58 46 83 30
3492 ALtA4Ji 48 2 22 57
3504 2y5xbeL 9 7 72 23
3524 Bc3xvX0 90 61 12 57
3553 iVf5svg 59 7 53 52
3584 9noE2M 34 88 66 23
3595 r9j0SY7 25 0 89 49
3602 yIDTiC 10 54 87 10
3606 OgL5g1y 59 9 94 75
3624 eEtnZdcL 87 19 97 21
3635 RTn1ix 80 52 16 63
3642 mPDPni 93 59 19 98
3652 mnxabFh 92 69 26 47
3662 NU27mz 82 11 73 76
3678 ofHo3X 75 74 10 85
3683 BKWJFV 51 29 54 34
3702 eWZLLvie 7 25 12 9
3707 1U2ahS 56 85 45 83
3722 BUyPAO8u 17 49 37 61
3724 U3PBn7s 43 11 33 63
3745 My0hF6s9 89 84 7 63
3765 OT77Bo 12 37 66 45
3767 tkav6Z9 23 42 88 55
3777 X7prkD1M 2 81 29 13
3783 Kgc1wl 59 81 68 88
3802 N2EGXhbC 95 47 19 22
3818 xpZugzzO 23 23 61 22
3822 g8DPXwL 29 47 2 43
3826 cptaPAFA 42 17 87 4
3830 f87A4aF 93 14 95 68
3831 5I8rNI 14 76 11 89
3835 MSZKNO0H 73 38 89 90
3837 mT9j12 52 1 11 73
3840 iVuFZeAu 90 31 52 5
3843 g3TFQhvo 64 54 28 97
3856 FpGIDtt 94 7 87 87
3860 nAQst8 44 64 59 50
3876 QFcxzGu 57 15 15 40
3888 l6tl0elZ 84 11 50 26
3892 CDODqyrb 14 59 85 98
3895 jH7Adfsl 43 40 24 9
3905 LDn3Ws 8 100 36 3
3917 X0SkjDDc 70 94 71 17
3918 3tVdhey 12 21 97 82
3932 AG6h6J 63 2 87 85
3938 aAqTAU 54 24 11 27
3950 NnLatCne 38 7 74 21
3969 Xyo9pI 65 38 1 8
3970 Ta8DTZM 18 12 95 18
3978 F2s2hGp 7 52 80 6
3982 YOZrnNk 34 44 65 69
3988 NrUTQpzt 59 42 16 2
4000 qbrS75p 2 34 70 61
4002 smiy1x 12 92 65 89
4008 T1pzzIg 79 8 60 16
4031 mM8Coo 87 73 11 3
4034 AQrr0Gfp 36 38 43 30
4036 CfF9y38 83 68 71 95
4046 WAKHvL 38 48 43 41
4047 pqgorwMP 34 6 80 2
4054 cCxAuS 60 93 64 82
4057 qjImmqq 17 66 85 66
4059 oLDXPJ 82 21 69 88
4067 QlEjhzwU 97 88 39 25
4075 IO5YxsU 63 87 29 1
4097 XnvWfdQ 78 58 17 3
4104 Qq9ZM5C 85 84 95 35
4108 RqeJJyB 25 71 22 24
4115 cP5zr0 31 24 54 23
4121 AY9ONvDO 14 75 3 83
4136 jLec13Le 41 34 50 25
4147 D03K4u 70 73 2 29
4152 eF0gcs91 27 57 23 90
4173 HRaRdPGm 58 88 47 66
4184 1MtIeM 97 43 86 51
4185 udwHMkY 33 79 73 39
4190 q2xV7YOe 5 72 8 21
4196 qA7vtdzt 76 39 10 73
4202 GGZbck 27 65 91 0
4209 8rTKp0Km 60 82 96 13
4219 ixc0o92C 93 11 5 7
4225 n6oJaJu2 53 68 88 41
4226 31mKPSxx 3 27 67 69
4254 OjQJxfh 75 12 96 45
4284 OnummUu 73 36 54 2
4287 SuRNk0 23 29 82 25
4293 8rTepC 41 4 35 30
4296 GP5T32t 68 10 50 29
4302 esnXoA7k 44 64 11 41
4315 dl9bVYyI 89 45 58 52
4319 Uw1u9m 52 17 59 92
4330 tPTIhu 63 65 88 99
4334 Q5K0aO6f 39 61 51 33
4337 1GUa74 65 88 27 8
4345 H9AbDZ2 48 70 20 42
4350 DhtymJ 60 34 73 2
4356 G4uPiL 18 87 61 32
4383 tdo7Djul 81 22 26 75
4386 2LYdzk 4 87 44 30
4405 Z222mH 8 46 79 45
4407 ifVVTjj 89 87 61 4
4418 bdNBnYf 7 7 42 25
4425 Hz7vrD 25 29 15 3
4433 rtvhjF5 98 88 44 83
4434 CnkR1f 20 81 19 57
4456 aBmz5y72 55 4 48 96
4458 HQKWu5 94 58 76 22
4485 jA6ldR 88 62 19 76
4488 OJY9LJNl 78 76 30 87
4508 ZRnig4Y4 45 4 63 7
4512 pyib5FP 63 19 65 52
4525 bmoepYTO 52 9 35 35
4541 1KHXjts 32 23 86 29
4546 YJXVbJSh 16 41 67 77
4554 EqwpO7IZ 62 22 13 49
4613 xg0Zra 15 81 9 38
4618 FmLC27N 28 82 37 36
4622 Yybs08 33 44 65 34
4635 OjUDVmUJ 91 87 70 67
4637 jnrKBQvZ 6 81 72 30
4643 W0VaIQ 79 5 26 34
4659 JkAmXS 86 12 36 37
4664 HEWdbp 1 89 28 74
4700 cU18lA 49 50 50 49
4701 cilw9h 54 42 77 7
4702 MlF0Oc 12 20 19 61
4713 6l1R60E 37 42 38 56
4719 7t9IIK 61 45 65 87
4735 ZQa810 26 100 55 67
4749 yFewFoN 75 86 17 23
4758 WhCeIjN 82 32 36 94
4761 Mk0rqy 63 20 95 17
4766 KxGnOd8 58 92 79 12
4773 rTA2QD6 16 60 28 75
4794 E8N5MJLB 25 55 22 29
4803 BzdS7sX 10 73 62 96
4829 dE399J 8 40 65 21
4846 1QU9j2ol 61 27 42 13
4871 m2d7WMy 15 18 74 26
4881 sKyPi0 64 24 22 70
4905 dSF5vmn 54 42 78 58
4912 j8DC1k 2 40 93 10
4914 2jPGfezf 75 92 4 18
4915 0jLqjNx8 45 16 9 9
4919 fxemUuH 27 80 58 56
4931 9cAPoH 89 64 55 14
4933 Lxp1CE4 0 70 91 42
4934 a8ecag 14 76 84 19
4940 iLrViudV 19 74 90 18
4954 JbJfvUEr 78 25 88 13
4970 BXP9YjT 69 36 94 45
4974 wgaZ3c 97 63 27 73
4995 Huk3NMwd 62 90 4 48
5002 ZYxg8pr 25 15 70 8
5006 oJEQi44f 59 97 51 9
5009 TOpszJ 3 14 97 32
5010 KxGnOd8 92 24 63 26
5031 aT042m 16 51 45 5
5053 HO3TqOk 74 42 65 40
5054 wRw2rK 46 91 29 55
5055 G878y1e 78 95 60 87
5060 MaNL0jJ3 3 40 6 76
5065 OtpeNRRC 37 73 59 35
5078 WwpFMr 69 0 52 89
5109 klSTHx 41 87 97 19
5128 UfDD0G 68 38 61 20
5130 OcgsaO9 63 41 26 75
5146 vo8hpASi 37 83 45 90
5174 GDtjZNCy 36 56 98 92
5177 eyBYFJ 80 80 91 12
5181 Ed5ZnhT 45 57 48 5
5188 hGtvWuO 86 33 94 37
5197 NQtZlb 89 37 62 48
5198 bVUOTDeT 39 78 98 85
5208 VyFlMU6 62 65 23 72
5209 U2pOI8 84 33 27 22
5213 dciG48K 26 65 49 36
5226 MRqmEB 65 85 44 85
5239 pdR1u7xd 59 96 2 51
5240 R1VTtzna 40 64 83 73
5246 o7Sz9w1 78 58 59 34
5250 1nuTP5 81 61 36 83
5268 HxtBERT9 6 78 99 68
5271 Y4YBdww 65 91 45 46
5278 2p9oGXL 85 90 47 30
5289 gYRRK2K 93 57 75 33
5300 5rtH0s 8 43 98 9
5303 Yy8Wiv4 67 100 27 26
5327 AkrCBS4b 80 35 89 49
5379 YoWsyMkz 88 14 86 26
5402 Abpe1ajI 98 33 73 87
5406 9KfLaEe 31 92 1 68
5442 0fcQE9T 72 3 24 81
5449 KzbiQC 68 37 70 80
5453 FBTJY6 10 79 85 47
5478 Z8i0KS 45 42 78 2
5482 A1K8PPc7 16 35 40 41
5498 7Uk0aP 46 72 85 2
5500 n5uV4d8 96 80 9 26
5520 fxWTHBwV 73 79 31 27
5529 AIrewV 9 64 18 36
5551 rPer41B 79 39 31 18
5556 6S9WTJ 40 27 42 66
5561 su3G6j5V 35 99 98 28
5564 WFa43YYJ 23 98 1 30
5570 oAmTUYG 40 4 28 3
5572 LpOmUN 66 2 77 55
5575 Bk2bJH 37 35 56 56
5576 hSxRkVQ 15 56 62 85
5579 nM5CmQk 83 98 19 98
5585 bQOI946 47 3 85 16
5588 ucDpAL 39 57 54 8
5589 13RoSId 90 94 64 57
5596 UwF9sMR 17 74 6 29
5625 DZvnoKx 90 52 51 6
5627 OCPwJuXZ 70 46 7 81
5636 BvifMx 79 90 82 61
5638 Oq1W1X7 97 73 91 19
5643 ovPjD4 45 25 3 67
5657 lDkIQg 98 17 4 62
5664 sKVT25C 48 33 75 52
5667 l0tSPY 95 96 59 25
5678 H52Db3 9 19 66 80
5684 JGWABYa 38 84 48 68
5687 1QqmH63 64 22 27 92
5710 hF7E1X 41 42 44 98
5744 BmDhnH9 42 90 53 30
5745 3yaDAOA 58 18 67 31
5746 GrVRSeN 79 36 34 50
5747 80QgdUy 20 16 58 9
5751 gI5B8I 38 52 55 8
5766 E9xd8kP 53 90 46 89
5770 MWDES1 33 53 0 59
5817 6PyxKN 29 75 4 79
5853 IciZI3v 94 85 39 36
5858 FsTgv3 89 9 0 53
5866 J9kJCvrD 98 87 69 83
5875 vF1JU3c 32 40 81 84
5880 9o0sDw 82 5 22 47
5898 bNbdp9Mj 1 74 92 46
5901 2gVKpY7 39 7 64 91
5905 ZDkJtcts 7 61 24 6
5919 XxIyvEhF 90 89 59 87
5920 jtsHbmC 8 32 25 56
5926 zZMedhBx 5 37 35 21
5930 HxrMJe 10 78 39 52
5931 sEy8o7 47 91 27 88
5940 EIZRMeJ 47 70 52 86
5971 2Xf4VWTL 11 99 38 97
5974 8daVLW7 67 31 77 59
5976 2gkbmcw 6 86 97 63
5981 N1UKP2gD 60 48 69 11
5989 7PsEP82K 13 33 94 36
5990 kG9HUJIh 78 76 75 68
6006 ycqrmg0i 30 67 94 20
6029 kYU9sF 69 23 96 3
6033 gPySoE 43 57 27 92
6041 y2Vb0eKn 3 16 53 46
6049 yHdYbd 84 99 83 38
6099 ed8tVwK 59 1 29 46
6100 RwABFE 11 82 98 17
6109 UGL4poK 93 65 45 4
6115 zfr5Cv 9 71 50 60
6122 5IpfhhV 52 83 70 82
6157 nj4r1QV 63 34 25 7
6180 1wXxkoPt 78 9 16 79
6210 37GGeRBJ 24 4 54 35
6215 jtdBJm 86 1 52 20
6238 8SgjTkkO 7 78 72 64
6246 432798Oh 79 44 31 2
6256 WKFIK0s 86 89 89 57
6258 UVONL8 31 37 59 65
6271 3LMdWp 30 37 98 61
6293 N4jlnk 25 36 52 99
6303 gqXIIoT 97 90 0 35
6304 pbFPk57 90 87 5 100
6306 v7HFGR 56 56 60 23
6317 iYdpNZO 44 62 77 59
6331 qKVSMpEe 58 32 81 29
6332 Pd740RV 66 10 94 24
6369 oxuNdf 95 76 38 32
6397 6EYCUR 90 53 30 11
6429 bPjTOa 19 88 60 9
6431 2b1CK7 60 85 84 89
6464 JpJhmI 87 44 8 60
6487 7ntaIzIT 98 95 33 45
6491 k9XwjxS 2 42 97 77
6500 hZFKDeb 96 4 93 75
6504 yyZ1eR5P 29 76 38 82
6507 aDHPt4lD 6 15 61 45
6516 TFVN5jw 29 55 7 45
6527 NFVdNSm 39 78 61 6
6533 heLFGvT 67 28 64 75
6552 dOAntVD7 90 3 34 65
6576 Kd7cBPx 5 53 11 8
6580 YMrHmp2s 8 74 19 69
6582 MySDRKId 88 26 38 1
6587 OsPrgNb 44 99 21 74
6588 MEDfcjm 86 9 53 83
6595 nveZIg 12 56 92 11
6604 85QREww 65 61 43 2
6618 lMgE4Ox 90 33 74 13
6622 rHccEA8o 89 85 94 38
6643 sLoYR7X4 96 37 21 37
6644 9WXlLa 77 60 27 73
6647 Alwex9v4 76 59 59 27
6649 fOKag7 61 52 37 86
6659 N26USjSD 97 9 29 26
6664 zFtCopNA 21 71 72 54
6673 FgFyXbv 6 97 42 70
6683 RlIvmRtB 89 48 26 71
6705 0cjz6dw 20 78 83 95
6709 5QHjc3 47 84 20 1
6717 g08qns3 69 63 37 92
6733 id0VgnN 78 11 97 10
6745 vDIQRk0 98 78 97 91
6746 6mGcRyX 13 43 27 4
6773 ZkneDlZl 18 39 22 63
6787 0KvexH 0 74 75 73
6798 enOAYw6x 82 6 85 15
6803 X6YCI3 2 98 36 19
6804 rvoWA7hN 65 28 52 5
6811 ZYlpeKNn 72 94 28 40
6814 HJNsdDyg 15 89 45 68
6827 610JRC 90 96 16 9
6874 pGzVTqD 55 72 81 62
6877 xn6bJzTk 3 17 28 83
6880 bCjkqDtB 72 49 65 20
6885 12b6jo 36 81 30 89
6889 icB2mv 33 54 28 51
6900 5FWAx9 17 41 84 17
6908 5cBsQH 24 18 76 75
6923 50sZBNQy 9 74 67 21
6938 QxXSBu 50 41 5 3
6941 CK6DX9C 17 69 70 32
6947 YbJYk2r 61 15 34 73
6960 sXc8jgy 12 28 92 70
6969 vKkkCeYO 3 32 4 36
7005 V8gpdjq 72 17 72 75
7007 nrsWr8 53 80 8 99
7020 htJfmB 97 14 50 49
7021 drjGCF 54 70 42 54
7025 Oav4kh 54 5 51 65
7045 eF4osY 38 50 72 60
7061 a8IVEg7 41 69 83 88
7071 QbUI2BW 3 62 43 10
7072 upjjfCa 51 78 47 52
7073 Mzarecf7 42 24 34 50
7075 gpmdsEsn 25 70 99 50
7076 JxpfTS 90 58 65 61
7096 cieLd3M 79 48 83 84
7110 hYSeWZJy 20 67 27 78
7121 wEfX0L 47 1 77 57
7129 j1dc7S 67 24 29 32
7131 mAsCYWO 90 96 10 49
7136 qRuukD4 38 87 72 32
7140 owaln4gR 55 2 57 72
7142 wONY88u 82 66 80 53
7143 1p1Tt8 80 1 46 51
7164 02maiC 83 22 72 95
7174 9QBqAN 8 17 50 29
7189 5wIBZPsX 88 68 40 23
7211 88HLBM4 93 42 53 48
7223 fCKKFJ 78 36 31 48
7224 bToxBhbv 14 61 33 87
7230 Kdgc0I9v 86 93 17 75
7235 r6eSp7qm 17 13 21 31
7236 ZApWJF 90 78 11 32
7246 ro1rjEth 21 5 7 67
7257 GcUKMi 24 38 17 48
7271 DUkfXMaD 72 47 26 28
7279 VhGdrWB 68 98 24 66
7298 qM9ekw 4 19 47 64
7299 cmxAQa 7 38 2 86
7301 m5FinqNw 4 51 58 62
7303 onmNrR2 18 74 25 80
7326 IqMbth 17 65 54 76
7350 Ev6mL8 94 28 45 10
7359 keVqC5lT 98 3 4 15
7361 mp8rtd 33 69 18 17
7365 6KmVr7j3 30 43 19 88
7369 zXOLIbU 84 2 81 52
7376 T3whWnA 35 16 46 70
7377 tEDXFv5 3 79 14 72
7394 TzjXqT 34 61 57 33
7395 1Tikvk 13 35 41 57
7397 iUKakFtQ 51 66 78 77
7399 DsB4byLx 25 30 90 99
7425 zdhpN8 33 4 6 25
7435 QH0coH 69 55 50 3
