score
id ,:name ,:math ,:english ,:science ,:music
813 DW7ZeBu 20 43 65 56
826 AyQ2lQ8 92 89 1 95
831 NyK7A25o 34 28 11 92
835 BNJ1JWj 55 65 64 76
839 849pk5r 34 79 62 62
865 0908oWsJ 79 92 80 9
887 a6QMS6rr 73 32 29 63
890 7Y65wEE6 77 90 24 98
891 5p8fmnSw 53 31 49 42
896 N4EGJNv 33 27 6 35
912 kbnXhn 63 43 14 89
930 8XnIKu 33 47 39 8
944 uMkpen 53 17 52 27
971 GcJu2yT 59 57 9 33
980 CW9kiBn 51 79 95 31
994 39jOM9 77 22 68 3
1034 5y9aLlNt 55 61 54 29
1037 Z07dKN0K 85 43 89 76
1041 z3AJMWAj 86 55 53 10
1055 FJxMkLKV 0 70 85 8
1071 enT03LF9 34 7 46 72
1129 ErVHND 6 22 55 76
1134 N8plw2cP 88 10 66 30
1144 fGuS887u 78 4 58 89
1148 Bfh6lu 51 24 97 91
1151 nZaD7xJ 79 69 14 43
1159 14TeNRZ 23 10 46 43
1162 eoB2Cv0t 20 90 38 28
1169 isjrt0 96 59 50 10
1177 6qxnoL 45 25 93 39
1185 WWqn59Sv 5 35 5 85
1201 tEGLXm6 1 73 23 69
1211 rJtiqa 76 78 5 41
1223 AS3nKw0O 6 50 98 22
1231 5K83XO 2 87 79 77
1234 H5MUjPVn 72 70 34 85
1250 tOhRlH 79 1 70 82
1263 6svNUOK 78 77 27 8
1269 ugpEMC7 27 68 16 94
1275 YvICp7Xe 37 74 41 74
1283 9Wj1FZ 99 96 85 15
1290 peCj7KTy 50 87 68 27
1292 6l8q83tC 39 71 95 85
1299 L99M4wA 19 54 16 81
1349 w5eqrs 38 19 46 52
1373 Vd1B0x 27 92 75 58
1377 f9A3d0 3 75 55 49
1388 FcXNvLK 78 10 76 47
1390 Tk2RaT 14 15 7 20
1395 1rRCAJ 22 15 6 35
1422 0ncgWm 31 26 49 61
1426 Mgl0rHE1 63 46 42 65
1433 Fq6keVZ 4 22 60 88
1447 2sJkVPS 16 75 59 55
1455 fXUGXDTr 1 40 95 53
1460 jo0vwDth 62 43 77 48
1496 5EwARz 94 86 15 33
1505 8HXx5iQ 15 54 78 29
1517 DXu0y4p9 93 53 89 55
1528 5eKR9Ka 71 68 49 67
1532 tOYEVK 93 99 9 53
1565 JWoIUv 75 77 46 55
1569 U8HJdgN 1 14 62 52
1579 gm7r24QZ 90 66 48 100
1587 fY0P9vzR 47 43 4 99
1595 NaleX5nJ 3 89 3 5
1596 IW93wFs 1 26 22 53
1604 Jdw0oEs 97 48 44 21
1605 FEiHXDv 48 64 30 54
1610 FpYUXeJU 59 10 95 3
1637 XCqyVVl6 92 77 60 94
1652 dEew7R 81 77 25 34
1654 KbHzJwj 33 42 21 56
1668 3f0StzSl 59 39 8 10
1690 DnvJzjUx 40 49 66 99
1694 04gqf6gM 25 80 11 68
1727 xSlD82 44 84 5 93
1729 7i9weU 97 74 72 5
1735 tWVyFaGs 37 40 51 65
1766 DwN1LDz 84 42 29 94
1770 PT7Tn4 10 37 97 99
1773 TL8xSJNm 55 25 95 47
1791 hkZeIWg 49 67 5 63
1795 oU9m0B 27 54 69 95
1798 zW6TRc 88 30 5 28
1802 cAsWYZtI 35 54 52 8
1810 5kTgjU 71 75 65 69
1826 JT38Yw 62 19 61 15
1844 tTnXAqZn 35 99 89 44
1863 JHbeAWfC 79 67 80 43
1866 HOdx7nGF 24 31 84 87
1868 yWev2b 92 42 19 52
1869 rOHyZpks 95 14 36 66
1873 6uMD8wX3 26 67 38 7
1891 9EPmSqS 39 30 59 57
1898 J3hIVR 9 90 67 88
1900 C73t8oZ0 31 94 7 68
1909 pIdljl 83 42 22 70
1918 pRx8gA 24 6 25 78
1921 yLKkb1M 73 98 50 61
1922 ydb8Jg4q 20 93 96 3
1938 HO0khV3 80 89 32 91
1941 Wb6LwF 100 93 34 28
1945 lZ5mNwi 80 13 95 76
1950 R94i0m 0 63 62 35
1953 WqX4QnI 31 7 18 79
1955 3s0YbxDz 82 57 52 20
1956 Vm5rcTP 75 95 18 1
1964 YC5xzXdi 81 52 70 8
1976 SlSy3k 85 84 56 70
1978 wSijs1 40 84 92 38
1984 HioiERH8 30 98 12 45
1991 nW3VJTR 37 89 35 21
1995 kwRmAUjd 40 57 44 55
1998 Hcla7b 17 62 41 29
2020 lOgwytcV 54 21 98 35
2064 yeeNZSu0 7 95 98 14
2093 PmPzcw 57 8 22 46
2108 giXBbwA 79 12 0 98
2132 l5p7XSQh 96 68 63 12
2154 mQT6PNO 76 35 75 13
2164 wPc8dTc8 97 61 85 40
2168 TSxM3C 7 38 50 74
2172 QxK8XV2 20 97 72 18
2179 RczdGH 80 20 16 58
2181 RZbZErB 75 66 68 45
2193 vymciy 64 19 68 60
2200 ln5wj4 75 45 77 44
2202 5Bt6DhU 81 86 74 41
2214 DvJn7cmj 21 31 45 65
2217 TmXpgJBK 66 74 80 27
2218 5YER4Ed 62 91 18 90
2232 5VX0eu 72 33 47 90
2238 Zrzkefg 22 50 27 96
2240 nQmKaEvL 81 87 78 11
2244 eAdLFz 80 4 63 47
2247 SxLXN0 56 37 61 54
2270 W3rQsBo 6 80 70 74
2304 CkDLok 18 8 84 31
2312 nHrx2BFj 25 47 100 60
2320 si8JmW8b 89 49 82 24
2322 K0fOy3xv 30 78 6 32
2326 A73Zx1Au 25 94 16 13
2327 NPXM03h 62 51 53 28
2333 chIFQvTE 36 92 28 78
2340 YRJ3ui3 33 84 2 62
2348 pt0bDQW9 95 96 22 96
2354 LgFGIq 26 44 81 20
2360 63U4i9N 70 79 96 31
2372 Ql9V3tk 92 11 69 63
2394 tblHPPaJ 23 43 93 79
2405 aOzK7cfk 52 33 69 26
2414 hot82nw 85 92 83 92
2421 Lu31FfF 73 78 55 35
2433 jjJefCUa 72 51 20 43
2436 n1Cp7B 72 57 8 51
2465 BSrVZh4v 9 86 74 76
2471 HK5Fqq 8 29 63 22
2491 yu0o2n 86 91 59 68
2494 CF3SfQ 53 94 41 42
2498 D1Slvkm 16 70 75 12
2505 mJ7LvAs 3 14 75 66
2526 pp2QP5 23 67 97 81
2532 jocO2EeM 25 95 32 9
2534 CVCZv0 94 88 50 50
2538 GjPaUWv3 58 78 34 100
2539 oc1bE1 35 62 39 27
2551 bIPjnU 72 19 89 12
2561 1R5YaR 4 97 51 83
2562 gyUKlAm 97 85 34 31
2583 9ato6uj 80 32 52 82
2585 EmVJlC 30 16 78 14
2593 roJyt8D 84 12 84 52
2610 MffftYY 41 37 14 21
2626 QzrVDD 39 18 55 25
2653 oJdbQYHM 94 35 47 7
2654 vC4bnr6 62 85 39 12
2671 gbT3OS 81 90 63 7
2674 gZag3Ia 99 15 38 64
2693 B9HEmn4i 89 70 66 51
2698 tBxzZcsc 63 43 22 32
2701 JHbeAWfC 99 45 86 20
2711 8vhxXLK 54 14 5 56
2713 qjKTMl 29 72 5 51
2728 tkdwAJ 95 43 59 84
2735 QpZZwL5 65 86 22 99
2745 PCfBrk 84 80 55 35
2760 me0EUhs 66 1 50 91
2762 wmf9R9p 49 24 22 85
2788 8qSnuS 26 4 42 13
2790 4TUSO2 43 78 21 2
2792 fBOAwe 77 91 80 89
2793 ewz6kz5Z 54 17 11 56
2796 7h4vatI 69 57 77 23
2797 OAn3Y6w 23 41 45 34
2812 woB1W4q 39 12 30 70
2813 aFEzdZI 42 86 45 61
2822 NhLLZZGf 44 50 14 97
2836 zLPoodyI 24 76 21 81
2843 aul3JDjp 99 31 52 55
2870 Be16Ea 64 43 97 17
2879 OrysRRg 27 0 6 44
2895 l7IHpHM 26 86 71 72
2897 c4lJfk 35 86 51 82
2905 ZVpRVfv 39 29 31 39
2950 q8ypm7We 72 36 20 98
2958 gB7SbRQG 81 60 18 30
2961 6EIit9 90 36 22 6
2970 AUaFFQ 85 8 69 53
2979 G3qBYyD 38 2 82 63
2986 TtV7rh 83 27 6 76
2988 zmeSDE 29 2 96 95
2989 Uz801K 53 81 11 67
3004 odsNteL4 35 96 66 63
3005 2sinR2 23 5 79 89
3024 G1Fwr9 93 72 81 44
3034 NGU51xG 31 98 3 66
3042 gTvwU19 75 53 88 0
3043 RMoeV7Lu 70 43 76 63
3053 zWOXgS 78 95 31 63
3060 iJS1uL4I 7 94 45 79
3066 18yATu 86 68 0 68
3070 VPD34Pa 83 93 15 91
3084 pDwwzoor 92 35 98 20
3096 6p5fqK 68 67 59 24
3101 laTApE 91 37 59 18
3108 nko5jl 77 33 23 21
3111 vLKSN21 23 54 65 33
3124 luAXOQBU 7 69 59 35
3125 FZKy4d 36 95 1 73
3132 NBSvpnH 88 89 68 73
3138 eGr2hXt 74 5 59 5
3152 OXbmkIYY 54 69 72 51
3158 85EWmxw 85 81 72 66
3163 7hlD3x 33 99 83 68
3176 xFC94Ut 92 50 36 31
3191 12RKZA 92 13 37 37
3206 OmAxll 21 42 54 66
3227 48M8kY 55 17 12 60
3232 BWU3FV 68 10 18 73
3234 IvqEvL 2 18 66 82
3250 U2bVyAe 99 50 22 66
3265 NgD1or 58 16 2 3
3288 uOMj5JTI 67 33 32 1
3289 kxxnFqrA 29 62 90 36
3295 SlvFVe 41 87 35 68
3306 DXuWrToQ 71 48 88 91
3322 XcCf5TT 68 1 54 17
3340 ptG1DI 60 96 11 32
3344 8BY8d1A 73 36 43 56
3348 T8GZjnJZ 59 66 27 81
3355 qbeQpw 19 63 95 27
3370 JpK7GYCH 4 35 3 18
3372 BNRkgvb7 56 83 23 78
3375 PjW9kZ 83 27 50 89
3394 JN7qsm 21 47 23 12
3415 Tubllt 67 3 47 72
3424 L0HFHXK 80 63 75 53
3454 LpwjbA 56 37 48 82
3475 PGpbGOB 5 36 91 51
3476 UltYXy 13 8 40 29
3528 fUoxRKi 32 90 1 7
3534 1pv8rrlj 93 31 75 93
3556 389S8gR 37 5 63 85
3579 HEK61w 9 16 58 94
3581 VPivbyz4 8 17 90 26
3584 CsQus6 2 28 81 41
3616 hdIdqgNb 97 32 38 84
3620 ETVQOf 67 97 42 1
3627 5bEiTm8 50 32 16 7
3640 BHh7AXKS 42 27 74 99
3668 ULUDw6 34 23 96 52
3679 SSMfOiod 85 23 60 15
3700 TFB568 67 60 13 68
3704 ItxGr0S 31 90 15 72
3707 6XvKYXK 82 3 1 53
3710 NKNl4g 60 14 71 68
3722 wqIPHMFy 40 26 7 1
3750 ErLvtk 28 51 5 85
3752 8DQqVJ4w 50 81 16 46
3754 FRBcXX 67 28 37 61
3761 wjnApF1 41 1 15 17
3768 pT8nqB 56 9 60 94
3769 lXc5p71 37 70 28 53
3772 pBpkKc 63 27 66 83
3774 1BCidAx 8 79 24 81
3778 7DM7hV2 79 59 83 14
3782 SSP1UMx6 66 80 81 30
3784 VePMl6i 5 47 47 7
3789 j6RaP5 7 27 55 69
3791 rRQhzCo 95 15 72 41
3793 tnMscq 99 92 77 78
3816 GZsJBeyN 46 37 22 91
3829 8781xTZx 43 70 6 5
3830 6gR2xDI 91 7 16 47
3831 9BKrjfL 22 35 24 83
3839 qdq4mTX 15 57 79 93
3843 GKHfGpR0 92 10 98 72
3846 XFLISM4 92 47 52 32
3855 AFxQKY 59 41 37 59
3884 gKW2foic 38 52 7 10
3885 2wlZmCLQ 39 44 75 42
3895 0g0wJz8 1 47 36 94
3899 WYFLzHQ 35 19 69 95
3906 dt4TtK 53 43 20 22
3907 5J8XmG 46 59 44 5
3930 xoVWKV4 70 44 21 9
3934 ptJ8Kbvv 54 80 68 35
3946 NKIurjA 79 22 79 19
3951 RVcSWS 75 86 63 18
3971 JRdAjOs 46 65 97 96
3992 pgvHlKJ 41 83 11 8
3995 foAfIRRf 58 72 83 11
4000 FzKWky9 46 66 39 73
4005 90arWN 39 16 41 77
4007 FNlPSwI 50 36 14 28
4015 ZHwiekkq 23 70 63 63
4018 urBlPVN5 22 67 7 75
4029 fp8vjx 33 3 45 21
4031 rtpd9f 19 42 89 94
4036 7JfmR1 12 87 97 69
4037 oHH4t58i 57 78 55 79
4041 KebtK1ZL 18 22 25 17
4046 vlb9Me1p 24 25 39 5
4051 0sHul3i3 90 23 8 23
4055 WHV116 78 73 40 48
4061 QIf8RvR 22 12 4 5
4067 bZPdra45 66 91 79 56
4068 UGXncNX 76 95 46 98
4071 c09P0Mw 20 86 54 46
4082 KgnYzN 77 63 53 40
4087 qfdJek75 90 45 12 43
4134 DDwqXq 99 34 29 17
4139 1nT9DxI 55 44 91 13
4168 OBWoyu 92 59 17 79
4187 edXxiw 45 9 63 90
4200 C4hIJ0p 63 95 40 58
4209 ksC8Zs 47 17 82 8
4220 MeV2iv 95 61 94 6
4222 aSBkH5aL 44 66 40 31
4224 fhITA9 97 57 1 9
4226 iwpLOjPm 56 7 64 74
4253 4Tuf7EA 54 68 42 58
4263 wTgAlWMk 15 53 68 44
4286 cJujoWV3 80 66 18 39
4293 0hS473 30 68 57 88
4299 bRgGCCWT 76 90 93 31
4314 MXrHhZ 94 78 10 80
4321 WqS91k 85 95 70 64
4323 t4bQJL 26 68 54 76
4343 WqSmU6S 17 66 93 88
4349 NzmAfcM 8 52 76 73
4350 ppPEX9xN 53 24 46 21
4359 syV46M 5 20 36 32
4371 PCQfndQ 92 70 80 53
4378 aKv9gB2 28 73 0 13
4394 Wq1FY7 13 52 86 72
4396 4bUT4ql 70 97 29 76
4398 67VeuT 25 81 71 74
4399 QGAaUF32 26 53 44 50
4403 o466JwsK 0 99 42 34
4405 5JgDij 25 17 89 70
4409 xlBZXxCH 34 49 9 38
4429 ESCRGVO 21 74 79 70
4434 yeRcaQq 74 57 85 15
4456 RPEKv5k 54 23 70 98
4462 qVtLhho 26 98 31 33
4485 pB0sAy 67 91 98 14
4508 WybFDC 31 4 43 32
4520 1F0Xgky 33 5 10 19
4521 vlXUoRQ6 90 25 29 24
4531 2mnTEX1P 81 34 84 45
4563 rFpw0a 34 24 59 68
4581 YNETjzd 45 23 74 67
4585 zvFp0Tp 39 70 78 52
4586 YXpP6VbB 4 58 75 46
4600 LiKVtC 81 96 12 44
4604 u3sWGs 35 58 37 53
4619 Sxuymk 77 90 48 59
4620 5wxcNpd 3 69 56 33
4623 ZjLCq7 78 94 9 46
4626 Wil4int8 58 75 39 83
4630 PjMPK15 25 45 85 40
4637 XcXrhC 71 19 30 1
4642 rar7XE5r 7 42 28 85
4655 R1a6z9R0 19 40 68 5
4657 jEoJleR 5 4 44 79
4669 gfPat1s 55 5 84 64
4678 U9reVGOS 55 45 64 47
4681 RwdL59 11 99 92 88
4697 DJ1Q9Cr 86 59 77 98
4757 rRwMGt 36 94 45 54
4786 DTG228q 14 54 17 15
4803 0Qvb9T 71 86 96 75
4806 Q1EUoZV 48 11 34 9
4827 EiWDPD2Q 41 43 60 45
4843 EvjXGb 41 82 2 42
4861 8S2MoQoF 1 20 37 44
4863 EV4GaQ74 40 2 29 59
4864 Rqouiaap 67 87 96 20
4890 K4ZLn8 77 43 21 86
4894 XiPzSi 84 85 93 49
4923 r0x37ZqO 47 68 1 5
4924 pvlcD50u 95 80 77 45
4933 no0NiR7 80 44 10 17
4934 2YhBjJN0 58 15 21 6
4938 VkWrJ8 51 52 70 66
4939 qqdNyju 9 58 58 65
4949 GrIhTS 76 18 5 35
4953 COWpRqF 48 15 23 70
4954 6CLFgYA 62 63 39 67
4972 68ENxsV 13 29 5 82
4978 mL3OZv 47 82 83 78
4988 fnVqK9kM 50 34 61 79
4995 hRfULr 11 41 80 86
5010 OGX1Xrnx 40 49 65 22
5020 Q8hPKc2p 76 15 56 84
5021 PwAGUCM 84 52 59 13
5037 qBrLjX4 67 10 77 89
5060 2996Jw 28 39 16 3
5064 qlV7D11X 53 96 31 58
5088 7V5M6A4B 24 5 63 75
5092 rKOF0NWC 3 2 39 81
5120 2E7lnx 77 12 66 69
5123 4dmKfU 1 43 23 70
5126 qRGvFp 59 57 37 40
5131 ZqWJd7xj 47 70 80 13
5135 Ai74wv 63 5 73 82
5139 G4SRck 93 44 47 96
5149 uADuG7 21 68 35 26
5152 mcaRgm 96 93 61 90
5156 MmDh3DBq 29 15 15 36
5157 xeXG8O 93 89 89 19
5165 s7TbqOTf 80 20 69 52
5171 87Fvv7 26 39 39 23
5184 RDAhQre 52 7 82 40
5185 5d7I8By 83 49 72 71
5196 hYxJcPT6 97 89 81 2
5198 GuVOjtg 35 23 3 81
5199 iukDrf7L 41 6 1 53
5200 TWcXwtSv 56 95 94 27
5208 ltifaNSt 69 95 5 62
5215 WihvSz 55 87 5 92
5216 AANs352P 90 38 72 97
5223 OHdFkZ 72 73 30 24
5228 GJST0N 38 55 13 53
5229 oqUb53 49 99 66 87
5231 gPtfvC4H 71 67 22 59
5235 7P6ZVS 17 22 44 21
5236 22WlJq 57 76 7 46
5239 D1UjFcKK 38 45 31 54
5243 8UZkYLCi 55 90 68 99
5248 BI6tchqN 93 35 43 82
5257 PSLqTh 52 49 32 72
5267 e29M166 81 93 94 34
5298 XFLQPL 79 93 27 12
5322 Mklxazu 63 54 60 3
5330 lwx2YBm 62 92 78 61
5332 Q1KCfV 60 80 9 76
5340 usUJz9 19 24 53 63
5345 UJmvhH 9 95 50 85
5348 MrHQ43c 72 61 51 34
5361 AEGAde 2 81 64 14
5391 rdLMBZ 37 75 5 100
5395 QmhRXkd 40 12 71 14
5399 nSiE8i 22 11 65 25
5402 MLMA3z 50 94 34 54
5427 Y64pkxE7 36 32 41 69
5431 PJDudiY 59 17 71 69
5437 0mpPws 1 76 76 82
5456 PuM6wy 84 4 8 81
5462 ici1ERG 83 68 86 23
5465 WmGFOMW 9 69 54 58
5487 seMVhFJX 8 94 16 1
5502 YMuAKIuP 12 49 31 51
5510 UJNfVD 81 72 20 51
5517 7lCL4rU 9 97 3 53
5522 NMNDVe2V 0 44 65 49
5564 0t7q4A 21 74 8 50
5567 5LT9f9 80 78 82 2
5573 340BdCR 99 99 52 76
5579 VeOnzfU 42 35 79 39
5580 kMtux9a2 83 98 18 51
5585 zQgbbC7 66 38 14 94
5600 jdRWyz 78 21 38 55
5630 VxAHOlAw 78 42 16 34
5641 nSzqfRW8 47 95 75 49
5646 HSWFtA 47 97 84 38
5652 7ILRz8L 12 5 56 72
5655 yFKU76K 83 71 52 50
5657 1ngPr03l 1 63 92 2
5663 kPO5Et 69 82 91 38
5670 7kMPZPA 63 71 39 99
5684 Wrqk4K 43 57 66 83
5697 GLFPPmg 68 88 78 37
5709 2dExfut0 80 69 91 13
5726 SDZmIls 67 83 8 6
5732 dGymj8m 67 58 38 32
5742 A8t0KK 17 20 67 68
5744 BlDWouu1 41 20 7 28
5746 pCETm8 22 13 15 22
5747 CJOTSa 32 61 15 34
5753 wvR5U8X 22 40 99 92
5757 C52hYK 73 73 52 34
5768 XAK54CT 73 48 68 32
5774 7V5M6A4B 6 44 55 67
5779 2XDKoJ 60 47 5 21
5788 Qe1g7gC 97 71 60 70
5802 PCNDem 59 25 77 77
5837 9wdlOA 18 63 79 38
5840 0asO7iyK 32 21 28 47
5868 4GmkWQr 12 42 18 34
5876 IWlPczM 86 15 60 37
5879 jaFHn3 90 80 11 52
5880 UUGgJJ 42 63 1 25
5882 ldxpnW 76 19 18 96
5885 qBOLDQhZ 26 51 71 86
5897 bYvg57 66 58 51 48
5905 O6TOmk30 97 19 20 1
5958 dq5eYCJ 10 65 58 88
5969 DjPdK8dB 82 1 71 97
5971 EavFysuS 36 56 35 52
5978 BY0h7h 79 74 30 14
5986 oHIG8A 46 98 3 32
6013 B4cj9Bja 53 95 16 7
6022 pTEJSz 78 94 32 48
6062 USfD6rvd 74 6 79 54
6066 Ebbhrqrl 88 43 86 21
6077 G4fk6mP 53 16 91 69
6080 lloHfOH 92 51 38 61
6085 UBIFqMLm 40 77 62 53
6087 oojSrB 95 38 83 12
6091 0r1scP 52 78 94 98
6107 gSa0vN 73 36 43 71
6115 h71pS2k 10 34 47 41
6128 n7ouU6d 23 86 89 5
6129 Nyy7Xopv 11 31 3 92
6145 9g8u38Y0 79 30 34 29
6160 erxfp8vY 70 13 2 36
6174 DtLhUwC 10 24 86 13
6177 kfYeR2 54 31 78 2
6191 9g4zdD4 62 14 43 13
6203 g54CiZC 38 12 2 51
6207 fheGNo6 40 81 61 66
6209 RTKFmo 42 65 61 44
6211 wDxbomk 28 39 42 90
6212 8lMRve 42 56 9 68
6233 Nitygw0 62 51 43 84
6235 cTfHDW64 96 3 76 1
6243 AU4XvCT 27 52 13 52
6257 EBAHhPVN 63 22 7 66
6283 togsYCNv 96 59 85 67
6286 lWxswbd 65 16 22 89
6297 7cYCEgzP 58 66 66 88
6304 JhwC3v 30 83 2 18
6307 alGxT7r 22 82 22 87
6318 c52NoN 53 88 46 79
6330 hgVqCr 26 37 67 24
6353 mJMbsj2 73 73 50 62
6354 YbYkAhY 80 50 15 21
6371 FoRzdsdw 81 21 20 30
6379 OcF1O0 88 74 4 92
6384 pDuIFx2 14 64 66 58
6403 Ks8Qn0 3 37 2 89
6425 je4b5e 73 19 8 19
6427 sKu35Oz 62 78 25 23
6450 m6UUHU 71 4 73 44
6465 HuiiM3N 53 4 49 49
6469 EthKBt 12 42 90 9
6497 kLFCc9N 90 32 48 54
6515 gJU68y 58 61 0 21
6525 8XS9Kw 88 81 25 73
6550 sUlF4Md 78 76 40 22
6553 xfTZUaHM 99 44 40 17
6556 0CO8xX3 18 77 87 10
6565 2i90kk 81 4 99 11
6575 KkfJvwd2 65 100 83 65
6579 meqhIXW0 11 91 63 38
6585 cX7PCe 19 36 83 29
6599 4xAdNjQ 77 75 92 39
6617 QKyq0Ik 34 0 52 3
6619 XEP67H 13 95 59 96
6628 5F64fF 3 31 6 73
6632 SMo9jW 32 17 96 41
6647 RDk3ns9 78 94 36 11
6654 EzDYfdF 36 86 73 27
6656 KbRE0Y0 77 94 41 91
6664 r1fM5hln 96 12 15 28
6665 4mMIeUoP 93 24 77 31
6667 2qdgP0s 10 52 87 12
6672 Vk5lhO 12 77 62 81
6674 vUAHzjb 54 44 82 88
6681 8TnfNTi 29 97 90 0
6688 lipcrD 68 51 75 6
6695 Eeevn9j 4 16 52 65
6697 WJvyYq 26 65 26 97
6703 RXuj2QIE 69 45 10 95
6705 k7IMGx 46 50 56 56
6714 5iluNHtx 55 69 70 11
6717 SuF0ukP 55 77 88 41
6726 t5V98y 17 2 47 5
6728 HOqI0cED 43 95 74 39
6733 KKOHq8SO 0 67 10 36
6743 W7gfyi 41 97 18 5
6759 qX602qLC 9 10 83 20
6760 3xl4Dy 36 85 30 87
6761 QsQI0O 54 68 74 35
6765 OflFXqtv 38 64 95 73
6772 cMI8qYN3 44 67 37 100
6781 sOvLsUC2 97 67 97 24
6784 PQdKUu6t 69 68 36 47
6790 IvQiAy0 85 23 64 6
6793 ypv0AaY 44 97 76 68
6794 y8SVeGL 37 48 1 21
6813 IkSBLW 24 84 67 79
6818 jMYD3lVH 69 41 11 61
6827 wKJoW3 49 81 30 53
6838 xAdmRo 69 93 36 82
6839 IzYrp1 11 78 27 97
6842 7gO7dN 13 33 24 53
6861 mIKIdvH 61 92 81 99
6871 Ib0xbq 31 98 50 29
6881 hEJ2LaXW 88 82 91 18
6898 3BZuhyE4 87 98 44 36
6903 bJCddEX 91 39 94 47
6904 3raU1VCD 9 0 33 2
6918 SzmzhFoK 58 24 49 85
6939 Q81Oykj 71 91 63 60
6947 0GCHPJ 16 11 84 72
6963 8I3m8z 59 26 84 9
6964 qPOho1N 11 59 45 91
6968 ztktgh 78 63 28 96
6976 0TeykZ 71 22 12 92
6984 RoVPMBbu 3 22 92 64
6993 VCS9Vx 81 66 36 57
6997 EQLG9FT9 7 88 28 79
7011 wdfMphs 80 12 24 8
7029 ji75Bq 73 6 63 28
7030 u6bcHxq3 46 50 59 20
7034 8ZhLwF 72 36 31 69
7036 Xvug12mx 41 94 86 2
7042 mLQuoE 48 70 1 10
7046 Bah95Dl 30 3 51 8
7048 LPZCFfkf 20 18 42 79
7052 tvuNLSy 89 96 39 59
7059 0ccggRMK 7 42 91 59
7062 8Wb6Ttgk 20 11 23 62
7068 PC12wVqy 36 9 76 12
7073 ljKE4lc 33 80 8 43
7076 GG3zxdV 52 19 72 26
7078 QTWFhdkO 3 41 12 25
7083 thRubS 0 83 36 48
7086 4jCE5B 36 98 22 37
7091 eL1jls2 88 53 35 43
7120 wCaU1o 12 84 57 39
7130 QxnRkMS 72 41 29 95
7132 JhEoe2Lr 22 77 65 73
7139 md3OuIb 17 25 66 56
7140 1SrFHUxN 53 74 96 74
7152 1sNr4nP 17 67 23 40
7164 CeBq9HC 43 1 44 14
7190 jk1vr7Xf 30 50 74 64
7200 rYPsWL 96 50 89 27
7205 RIiQuV 44 93 46 89
7206 bLTQehl 96 15 15 46
7212 6S1kA9L 43 90 34 82
7220 6JL7RzhL 66 76 66 76
7247 gSGYMj 47 27 63 55
7261 0LZZN1p 77 43 1 87
7281 oXI7W8A3 95 1 20 11
